Região,Local,Gênero,"De que cor, ou raça, você se considera?",Idade,Naturalidade,Última cidade,Tempo na Cidade,Tempo de Rua,Escolaridade,Categorização,Caracterização,Tipo de Substância,Documentação,Tem Cadastro Único,Benefício Sócio-assistencial,Benefícios Previdenciários
Leste,Rua,Masculino,Parda,40 à 49 anos,Outro Estado,Outro Estado,1 dia à 1 Mês,1 dia à 1 Mês,Ensino Fundamental Incompleto,Itinerante,Faz Uso de Substância Psicoativa,"Álcool, Tabaco",Sim,Sim,Bolsa Família,
Sul,Rua,Masculino,Parda,50 à 59 anos,Campinas,Campinas,Mais de 10 Anos,1 dia à 1 Mês,Ensino Médio Completo,Morador de Rua,Faz Uso de Substância Psicoativa,Crack,Sim,Sim,,
Leste,Rua,Masculino,Parda,25 à 39 anos,Outro Estado,Outro Estado,1 dia à 1 Mês,1 dia à 1 Mês,Ensino Fundamental Incompleto,Itinerante,,Álcool,Sim,Não,,
Sul,Rua,Masculino,Parda,40 à 49 anos,Outro Estado,Estado de São Paulo,1 à 2 Anos,1 à 2 Anos,Ensino Fundamental Incompleto,Morador de Mocó,Faz Uso de Substância Psicoativa,Crack,Sim,Não,,
Noroeste,Rua,Masculino,Indígena,25 à 39 anos,Outro Estado,Região Metropolitana de Campinas,1 à 2 Anos,1 dia à 1 Mês,Ensino Fundamental Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,"Crack, Álcool, Maconha, Tabaco",Não,Não,,
Sul,Rua,Masculino,Parda,25 à 39 anos,Outro Estado,Outro Estado,Mais de 10 Anos,6 Meses à 1 Ano,Ensino Fundamental Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,"Crack, Álcool",Sim,Sim,,
Sul,Rua,Masculino,Preta,40 à 49 anos,Estado de São Paulo,Estado de São Paulo,Mais de 10 Anos,5 à 10 Anos,Ensino Fundamental Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,Crack,Não,Não,,
Sul,Rua,Masculino,Branca,40 à 49 anos,Estado de São Paulo,Outro Estado,Mais de 10 Anos,Mais de 10 Anos,Ensino Fundamental Incompleto,Morador de Mocó,Faz Uso de Substância Psicoativa,Crack,Sim,Não,,
Sudoeste,Casa da Cidadania,Feminino,Parda,50 à 59 anos,Estado de São Paulo,Região Metropolitana de Campinas,2 à 5 Anos,2 à 5 Anos,Ensino Fundamental Completo,Vive na Rua,Suspeita de Deficiência Intelectual,,Sim,Sim,Bolsa Família,
Sudoeste,Casa da Cidadania,Feminino,Branca,25 à 39 anos,São Paulo - Capital,Outro Estado,1 dia à 1 Mês,2 à 5 Anos,Ensino Médio Completo,Vive na Rua,NDA,,Sim,Sim,Bolsa Família,
Sudoeste,Casa da Cidadania,Feminino,Branca,25 à 39 anos,São Paulo - Capital,Outro Estado,1 dia à 1 Mês,2 à 5 Anos,Ensino Médio Completo,Vive na Rua,NDA,,Sim,Sim,Bolsa Família,
Sudoeste,Casa da Cidadania,Masculino,Branca,25 à 39 anos,Campinas,Estado de São Paulo,3 à 6 Meses,5 à 10 Anos,Ensino Médio Completo,Vive na Rua,NDA,Maconha,Sim,Sim,Bolsa Família,
Sudoeste,Casa da Cidadania,Masculino,Parda,25 à 39 anos,São Paulo - Capital,Região Metropolitana de Campinas,Mais de 10 Anos,5 à 10 Anos,Ensino Superior Incompleto,Vive na Rua,Faz Uso de Substância Psicoativa,"Crack, Álcool",Não,,Bolsa Família,
Sudoeste,Casa da Cidadania,Masculino,Parda,50 à 59 anos,Outro Estado,Região Metropolitana de Campinas,Mais de 10 Anos,2 à 5 Anos,Ensino Fundamental Completo,Vive na Rua,NDA,,Sim,Sim,Bolsa Família,
Norte,SAMIM,Masculino,Parda,Acima de 60 anos,Outro Estado,Outro Estado,1 à 3 Meses,1 à 3 Meses,Ensino Fundamental Incompleto,Morador de Rua,"Pessoa Com Deficiência, NDA",,Sim,,,Aposentadoria
Norte,SAMIM,Masculino,Branca,25 à 39 anos,Outro Estado,Estado de São Paulo,1 dia à 1 Mês,3 à 6 Meses,Ensino Médio Completo,Migrante,NDA,,Sim,,,
Norte,SAMIM,Masculino,Parda,50 à 59 anos,Outro Estado,Campinas,Mais de 10 Anos,2 à 5 Anos,Ensino Fundamental Incompleto,Vive na Rua,NDA,Álcool,Sim,Sim,BPC,
Norte,SAMIM,Masculino,Parda,25 à 39 anos,São Paulo - Capital,Região Metropolitana de Campinas,1 dia à 1 Mês,2 à 5 Anos,Ensino Superior Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,"Crack, Maconha, Tabaco",Sim,Sim,,
Norte,SAMIM,Masculino,Branca,50 à 59 anos,São Paulo - Capital,Outro Estado,1 à 2 Anos,1 à 3 Meses,Ensino Médio Completo,Migrante,Faz Uso de Substância Psicoativa,"Álcool, Tabaco",Sim,Não,,
Norte,SAMIM,Masculino,Indígena,50 à 59 anos,Outro Estado,Campinas,Mais de 10 Anos,Mais de 10 Anos,Ensino Fundamental Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,Álcool,Sim,Sim,,
Norte,SAMIM,Masculino,Preta,40 à 49 anos,Outro Estado,São Paulo - Capital,Mais de 10 Anos,,Ensino Fundamental Incompleto,Itinerante,Faz Uso de Substância Psicoativa,"Álcool, Tabaco",Sim,Sim,Bolsa Família,
Leste,Rua,Masculino,Preta,50 à 59 anos,Outro Estado,Campinas,Mais de 10 Anos,Mais de 10 Anos,Não Alfabetizado,Pensão,NDA,não faz uso,Sim,,,Auxílio-Doença
Norte,Rua,Masculino,Branca,40 à 49 anos,Estado de São Paulo,Estado de São Paulo,5 à 10 Anos,,Ensino Médio Incompleto,Abrigado,NDA,,Sim,Sim,,
Norte,SAMIM,Masculino,Branca,25 à 39 anos,Outro Estado,Outro Estado,1 dia à 1 Mês,1 dia à 1 Mês,Ensino Fundamental Incompleto,Migrante,Faz Uso de Substância Psicoativa,"Álcool, Tabaco",Sim,,,
Norte,SAMIM,Masculino,,40 à 49 anos,Outro Estado,Outro Estado,1 à 3 Meses,1 dia à 1 Mês,Ensino Superior Completo,Itinerante,NDA,Tabaco,Sim,Não,,
Norte,SAMIM,Masculino,Parda,25 à 39 anos,Outro Estado,Outro Estado,1 dia à 1 Mês,1 dia à 1 Mês,Ensino Médio Incompleto,Migrante,NDA,,Sim,Não,,
Norte,SAMIM,Masculino,Branca,40 à 49 anos,Campinas,Estado de São Paulo,1 dia à 1 Mês,1 dia à 1 Mês,Ensino Superior Incompleto,Itinerante,NDA,Tabaco,Sim,Não,,
Norte,SAMIM,Masculino,Parda,40 à 49 anos,Estado de São Paulo,Região Metropolitana de Campinas,1 dia à 1 Mês,1 dia à 1 Mês,Ensino Fundamental Completo,Itinerante,NDA,"Álcool, Tabaco",Sim,Não,,
Norte,SAMIM,Masculino,Parda,25 à 39 anos,Outro Estado,,1 dia à 1 Mês,1 dia à 1 Mês,Ensino Superior Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,Álcool,Sim,Não,,
Norte,SAMIM,LGBT (Queer),Parda,18 à 24 anos,Outro Estado,São Paulo - Capital,1 dia à 1 Mês,1 dia à 1 Mês,Ensino Médio Incompleto,Migrante,Faz Uso de Substância Psicoativa,Álcool,Sim,Sim,Bolsa Família,
Norte,SAMIM,LGBT (Queer),Parda,25 à 39 anos,Outro Estado,Estado de São Paulo,1 dia à 1 Mês,6 Meses à 1 Ano,Ensino Médio Completo,Itinerante,Faz Uso de Substância Psicoativa,Maconha,Sim,Sim,Bolsa Família,
Norte,SAMIM,Masculino,Parda,50 à 59 anos,São Paulo - Capital,Estado de São Paulo,1 dia à 1 Mês,Mais de 10 Anos,Ensino Médio Incompleto,Itinerante,NDA,,Sim,Não,,
Norte,SAMIM,Masculino,Parda,25 à 39 anos,Região Metropolitana de Campinas,Região Metropolitana de Campinas,1 dia à 1 Mês,1 dia à 1 Mês,Ensino Médio Completo,Migrante,Faz Uso de Substância Psicoativa,"Cocaína, Tabaco",Sim,Não,,
Norte,SAMIM,Feminino,Preta,25 à 39 anos,Outro Estado,Estado de São Paulo,1 dia à 1 Mês,1 dia à 1 Mês,Ensino Fundamental Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,Tabaco,Sim,,Bolsa Família,
Norte,SAMIM,Masculino,Parda,40 à 49 anos,Estado de São Paulo,Estado de São Paulo,1 à 3 Meses,1 à 3 Meses,Ensino Médio Completo,Migrante,NDA,,Sim,Sim,,
Norte,SAMIM,Feminino,Parda,25 à 39 anos,Campinas,Campinas,2 à 5 Anos,5 à 10 Anos,Ensino Fundamental Incompleto,Morador de Rua,,,Sim,Sim,Bolsa Família,
Norte,SAMIM,LGBT (Queer),Parda,25 à 39 anos,Outro Estado,Outro Estado,1 dia à 1 Mês,1 dia à 1 Mês,Ensino Fundamental Incompleto,Migrante,NDA,,Sim,Não,,
Norte,SAMIM,Masculino,Preta,18 à 24 anos,Estado de São Paulo,Estado de São Paulo,1 à 3 Meses,3 à 6 Meses,Ensino Médio Incompleto,Itinerante,Faz Uso de Substância Psicoativa,Maconha,Sim,Sim,Bolsa Família,
Norte,SAMIM,Feminino,Branca,25 à 39 anos,Outro Estado,Estado de São Paulo,1 dia à 1 Mês,6 Meses à 1 Ano,Ensino Médio Completo,Emergencial,Faz Uso de Substância Psicoativa,Tabaco,Não,Sim,,
Norte,SAMIM,Feminino,Parda,Acima de 60 anos,Outro Estado,Campinas,Mais de 10 Anos,1 à 3 Meses,Ensino Fundamental Incompleto,Munícipe,Suspeita de Transtorno Mental,Tabaco,Sim,Não,,Aposentadoria
Norte,SAMIM,Masculino,Branca,40 à 49 anos,São Paulo - Capital,Outro Estado,1 à 3 Meses,1 à 3 Meses,Ensino Fundamental Completo,Morador de Rua,Suspeita de Transtorno Mental,Tabaco,Sim,Sim,Bolsa Família,
Norte,SAMIM,Masculino,Branca,25 à 39 anos,Estado de São Paulo,São Paulo - Capital,1 dia à 1 Mês,1 à 2 Anos,Ensino Fundamental Incompleto,Morador de Rua,NDA,Tabaco,Sim,Sim,Bolsa Família,
Norte,SAMIM,Masculino,Branca,40 à 49 anos,Estado de São Paulo,Campinas,6 Meses à 1 Ano,1 à 2 Anos,Ensino Fundamental Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,"Crack, Álcool, Maconha, Cocaína, Tabaco",Sim,Não,,
Norte,SAMIM,Masculino,Parda,25 à 39 anos,Outro Estado,São Paulo - Capital,3 à 6 Meses,Mais de 10 Anos,Ensino Fundamental Incompleto,Itinerante,Pessoa Com Deficiência,Tabaco,Sim,Sim,Bolsa Família,
Norte,SAMIM,Masculino,Preta,40 à 49 anos,São Paulo - Capital,São Paulo - Capital,5 à 10 Anos,1 à 3 Meses,Ensino Médio Completo,Pensão,NDA,Tabaco,Sim,Sim,Bolsa Família,
Norte,SAMIM,Masculino,Parda,25 à 39 anos,Campinas,Campinas,Mais de 10 Anos,6 Meses à 1 Ano,Ensino Fundamental Incompleto,Abrigado,NDA,Tabaco,Sim,Sim,Bolsa Família,
Leste,Rua,Feminino,,,,,,,,Morador de Rua,Suspeita de Transtorno Mental,,,,,Aposentadoria
,Rua,Masculino,Preta,Acima de 60 anos,,,,,,,,Álcool,,,,
Leste,Rua,Masculino,Parda,Acima de 60 anos,Outro Estado,Outro Estado,,Mais de 10 Anos,,Morador de Rua,,,,,,
Leste,Rua,,,,,,,,,,,,,,,
Leste,Rua,Masculino,,25 à 39 anos,Outro Estado,Outro Estado,2 à 5 Anos,3 à 6 Meses,Ensino Médio Incompleto,Morador de Rua,,"Álcool, Cocaína",Sim,Sim,Bolsa Família,
Leste,Rua,Masculino,Branca,50 à 59 anos,Outro Estado,Outro Estado,Mais de 10 Anos,Mais de 10 Anos,Ensino Fundamental Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,Álcool,Não,Não,,
Leste,Rua,Masculino,Branca,18 à 24 anos,Estado de São Paulo,Estado de São Paulo,2 à 5 Anos,2 à 5 Anos,Ensino Fundamental Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,"Crack, Álcool, Cocaína, Tabaco",Sim,Sim,Bolsa Família,
Leste,Rua,Masculino,Parda,25 à 39 anos,Campinas,Campinas,Mais de 10 Anos,Mais de 10 Anos,Ensino Fundamental Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,"Álcool, Maconha, Cocaína, Tabaco",Sim,Não,,
Leste,Rua,LGBT (Queer),Parda,25 à 39 anos,Outro Estado,Outro Estado,5 à 10 Anos,2 à 5 Anos,Ensino Médio Completo,Morador de Rua,Faz Uso de Substância Psicoativa,Maconha,Sim,Sim,Bolsa Família,
Leste,Rua,Masculino,Preta,40 à 49 anos,Campinas,Campinas,Mais de 10 Anos,,Ensino Fundamental Completo,Morador de Rua,,"Álcool, Tabaco",Não,Não,,
Leste,Rua,Masculino,Parda,40 à 49 anos,Outro Estado,Outro Estado,Mais de 10 Anos,2 à 5 Anos,Não Alfabetizado,Morador de Rua,Faz Uso de Substância Psicoativa,"Álcool, Maconha",Sim,Não,,
Leste,Rua,Masculino,Parda,40 à 49 anos,São Paulo - Capital,São Paulo - Capital,Mais de 10 Anos,2 à 5 Anos,Ensino Médio Completo,Morador de Rua,Faz Uso de Substância Psicoativa,Álcool,Sim,Sim,Bolsa Família,
Leste,Rua,Masculino,Parda,40 à 49 anos,Outro Estado,Outro Estado,1 dia à 1 Mês,1 dia à 1 Mês,Ensino Fundamental Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,"Crack, Álcool, Maconha, Cocaína, Tabaco",Não,Sim,Bolsa Família,
Leste,Rua,Masculino,Branca,25 à 39 anos,Campinas,Outro Estado,Mais de 10 Anos,Mais de 10 Anos,Não Alfabetizado,Morador de Rua,Faz Uso de Substância Psicoativa,Álcool,Não,Não,,
Leste,Rua,Masculino,Parda,40 à 49 anos,Outro País,Outro País,5 à 10 Anos,Mais de 10 Anos,Ensino Médio Completo,Morador de Rua,Faz Uso de Substância Psicoativa,"Álcool, Maconha, Tabaco",Sim,Não,,
Leste,Rua,Feminino,Branca,25 à 39 anos,Outro Estado,Região Metropolitana de Campinas,2 à 5 Anos,1 dia à 1 Mês,Ensino Médio Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,Álcool,Sim,Sim,Bolsa Família,
Leste,Rua,Masculino,Branca,50 à 59 anos,Estado de São Paulo,,2 à 5 Anos,1 à 3 Meses,Ensino Fundamental Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,Álcool,Sim,Sim,Bolsa Família,
Leste,Rua,Masculino,Branca,25 à 39 anos,Outro País,Campinas,Mais de 10 Anos,6 Meses à 1 Ano,Ensino Médio Completo,Morador de Rua,Faz Uso de Substância Psicoativa,"Álcool, Maconha, Cocaína, Tabaco",Sim,Não,,
Leste,Rua,Masculino,Branca,25 à 39 anos,Campinas,Campinas,Mais de 10 Anos,1 à 2 Anos,Ensino Fundamental Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,"Crack, Álcool, Cocaína, Tabaco",Não,Sim,Bolsa Família,
Leste,Rua,Masculino,Preta,18 à 24 anos,Outro Estado,Estado de São Paulo,1 dia à 1 Mês,6 Meses à 1 Ano,Ensino Médio Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,"Maconha, Tabaco",Não,Não,,
Sul,Rua,,Parda,18 à 24 anos,,,,,,,Faz Uso de Substância Psicoativa,Álcool,,,,
Leste,Rua,Masculino,Preta,25 à 39 anos,Campinas,Campinas,Mais de 10 Anos,1 à 3 Meses,Ensino Fundamental Incompleto,Vive na Rua,NDA,,Sim,Não,,
Leste,Rua,Masculino,Branca,25 à 39 anos,,,,,,Ex Morador de Rua,Faz Uso de Substância Psicoativa,Álcool,,,,
Leste,Rua,Masculino,Preta,,Outro Estado,Campinas,2 à 5 Anos,6 Meses à 1 Ano,Ensino Médio Completo,Morador de Rua,,Tabaco,Sim,,Bolsa Família,
Leste,Rua,Masculino,Parda,25 à 39 anos,Região Metropolitana de Campinas,Campinas,6 Meses à 1 Ano,5 à 10 Anos,Ensino Fundamental Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,"Álcool, Tabaco",Sim,Sim,Bolsa Família,
Leste,Rua,Feminino,Parda,40 à 49 anos,Estado de São Paulo,Estado de São Paulo,5 à 10 Anos,5 à 10 Anos,Ensino Fundamental Incompleto,Vive na Rua,Faz Uso de Substância Psicoativa,"Crack, Álcool, Maconha, Cocaína, Tabaco",Sim,Sim,,
Leste,Rua,,,,,,,,,Morador de Rua,,,,,,
Leste,Rua,LGBT (Queer),Preta,40 à 49 anos,Outro Estado,,Mais de 10 Anos,Mais de 10 Anos,Ensino Fundamental Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,Crack,Sim,Sim,Bolsa Família,
Leste,Rua,Masculino,Preta,40 à 49 anos,São Paulo - Capital,Estado de São Paulo,1 à 3 Meses,2 à 5 Anos,Ensino Fundamental Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,"Álcool, Tabaco",Sim,Sim,Bolsa Família,
Leste,Rua,LGBT (Queer),Parda,25 à 39 anos,Outro Estado,Estado de São Paulo,5 à 10 Anos,5 à 10 Anos,Ensino Fundamental Completo,Morador de Rua,Faz Uso de Substância Psicoativa,"Crack, Álcool",Não,Não,,
Leste,Rua,Masculino,Preta,40 à 49 anos,Outro Estado,Estado de São Paulo,5 à 10 Anos,Mais de 10 Anos,Ensino Fundamental Incompleto,Morador de Rua,"Suspeita de Transtorno Mental, Faz Uso de Substância Psicoativa","Álcool, Tabaco",Sim,Sim,,
Leste,Rua,Masculino,Branca,40 à 49 anos,Outro Estado,Outro Estado,Mais de 10 Anos,5 à 10 Anos,Ensino Fundamental Incompleto,Morador de Rua,,"Álcool, Maconha",Sim,Sim,,
Leste,Rua,Masculino,Branca,50 à 59 anos,Outro Estado,Estado de São Paulo,Mais de 10 Anos,Mais de 10 Anos,Ensino Fundamental Incompleto,Morador de Rua,NDA,,Sim,Não,,
Leste,,Masculino,Branca,50 à 59 anos,Região Metropolitana de Campinas,Região Metropolitana de Campinas,Mais de 10 Anos,Mais de 10 Anos,,kombi,Suspeita de Transtorno Mental,Tabaco,Sim,Não,,
Leste,Rua,Masculino,Branca,25 à 39 anos,Estado de São Paulo,São Paulo - Capital,Mais de 10 Anos,3 à 6 Meses,Ensino Fundamental Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,"Álcool, Tabaco",Sim,Sim,,
Leste,Rua,Masculino,Parda,40 à 49 anos,Outro Estado,Outro Estado,1 dia à 1 Mês,1 dia à 1 Mês,Ensino Fundamental Completo,Itinerante,Faz Uso de Substância Psicoativa,"Álcool, Maconha",Sim,Sim,Bolsa Família,
Leste,Rua,Masculino,Preta,40 à 49 anos,Campinas,Campinas,Mais de 10 Anos,2 à 5 Anos,Alfabetizado,Morador de Rua,Suspeita de Transtorno Mental,,Sim,Não,,
Leste,Rua,Masculino,Branca,40 à 49 anos,Outro Estado,Região Metropolitana de Campinas,Mais de 10 Anos,2 à 5 Anos,Ensino Fundamental Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,"Álcool, Maconha, Cocaína, Tabaco",Sim,,Bolsa Família,
Leste,Rua,Masculino,Parda,50 à 59 anos,,,,,,Morador de Rua,Faz Uso de Substância Psicoativa,Álcool,Sim,Sim,,
Leste,Rua,LGBT (Queer),Branca,18 à 24 anos,São Paulo - Capital,São Paulo - Capital,5 à 10 Anos,5 à 10 Anos,Ensino Fundamental Incompleto,Morador de Mocó,Faz Uso de Substância Psicoativa,"Maconha, Tabaco",Sim,Sim,Bolsa Família,
Leste,Rua,LGBT (Queer),Preta,40 à 49 anos,Região Metropolitana de Campinas,Região Metropolitana de Campinas,Mais de 10 Anos,3 à 6 Meses,Ensino Fundamental Incompleto,Morador de Mocó,,,Sim,,Bolsa Família,
Leste,Rua,Masculino,Parda,25 à 39 anos,São Paulo - Capital,São Paulo - Capital,2 à 5 Anos,1 dia à 1 Mês,Ensino Fundamental Incompleto,Morador de Mocó,Faz Uso de Substância Psicoativa,"Maconha, Cocaína",Sim,Sim,Bolsa Família,Aposentadoria
Leste,Rua,Masculino,Parda,50 à 59 anos,Estado de São Paulo,Campinas,Mais de 10 Anos,Mais de 10 Anos,Ensino Fundamental Incompleto,Morador de Mocó,"Pessoa Com Deficiência, Suspeita de Transtorno Mental, Faz Uso de Substância Psicoativa",Álcool,Sim,Sim,BPC,
Leste,Rua,Feminino,,,,,,,,,Suspeita de Deficiência Intelectual,,,,,
Leste,Rua,,Preta,25 à 39 anos,Outro Estado,Outro Estado,1 à 3 Meses,1 à 3 Meses,Ensino Médio Completo,Morador de Rua,Faz Uso de Substância Psicoativa,"Álcool, Maconha, Cocaína",Sim,Não,,
Leste,Rua,,,50 à 59 anos,Outro Estado,,Mais de 10 Anos,2 à 5 Anos,Ensino Fundamental Incompleto,Morador de Rua,Suspeita de Transtorno Mental,Álcool,Sim,Sim,,
Leste,Rua,Masculino,Parda,25 à 39 anos,Outro Estado,Estado de São Paulo,1 dia à 1 Mês,1 à 2 Anos,Ensino Fundamental Completo,Morador de Rua,,Álcool,Sim,Não,,
Leste,Rua,Feminino,Parda,25 à 39 anos,Campinas,Campinas,Mais de 10 Anos,Mais de 10 Anos,Ensino Fundamental Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,"Álcool, Maconha, Cocaína, Tabaco",Sim,Sim,Bolsa Família,
Leste,rua,Feminino,Preta,25 à 39 anos,Estado de São Paulo,Região Metropolitana de Campinas,1 à 2 Anos,1 à 2 Anos,Ensino Fundamental Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,Álcool,Sim,,Bolsa Família,
Leste,rua,Masculino,Branca,25 à 39 anos,Estado de São Paulo,Campinas,1 à 2 Anos,1 à 2 Anos,Ensino Fundamental Completo,Morador de Rua,Faz Uso de Substância Psicoativa,"Álcool, Cocaína",Sim,Sim,Bolsa Família,
Leste,rua,Masculino,Parda,25 à 39 anos,Outro Estado,Estado de São Paulo,1 à 3 Meses,1 à 3 Meses,Ensino Fundamental Incompleto,Migrante,Faz Uso de Substância Psicoativa,"Álcool, Maconha",Não,Não,,
Leste,Rua,Masculino,Preta,Acima de 60 anos,Estado de São Paulo,Campinas,Mais de 10 Anos,Mais de 10 Anos,Ensino Fundamental Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,Maconha,Sim,Sim,,
Leste,Rua,Masculino,Branca,25 à 39 anos,Campinas,Região Metropolitana de Campinas,5 à 10 Anos,Mais de 10 Anos,Ensino Fundamental Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,"Crack, Álcool, Maconha, Cocaína, Tabaco",,Sim,Bolsa Família,
Leste,Rua,Masculino,Parda,Acima de 60 anos,Estado de São Paulo,Outro Estado,1 dia à 1 Mês,1 à 3 Meses,Ensino Fundamental Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,Álcool,Não,Não,,
Sul,Rua,Masculino,Parda,40 à 49 anos,,,,,,Morador de Rua,,,,,,
Leste,Rua,Masculino,Parda,25 à 39 anos,São Paulo - Capital,São Paulo - Capital,1 à 2 Anos,1 à 2 Anos,Ensino Fundamental Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,"Álcool, Maconha, Tabaco",Sim,Não,,
Leste,Rua,Masculino,Branca,25 à 39 anos,Campinas,Campinas,Mais de 10 Anos,3 à 6 Meses,Ensino Fundamental Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,"Álcool, Maconha, Tabaco",Sim,Sim,Bolsa Família,
Leste,Rua,Masculino,Parda,,,,1 dia à 1 Mês,,,Morador de Rua,Faz Uso de Substância Psicoativa,Álcool,,,,
Leste,Rua,Masculino,Branca,25 à 39 anos,Estado de São Paulo,Estado de São Paulo,1 dia à 1 Mês,1 dia à 1 Mês,Ensino Fundamental Completo,Ex presidiário,Faz Uso de Substância Psicoativa,"Crack, Álcool, Tabaco",Não,Não,,
Leste,Rua,Masculino,Preta,50 à 59 anos,Outro Estado,Campinas,Mais de 10 Anos,5 à 10 Anos,Ensino Fundamental Incompleto,estacionamento cedido,Faz Uso de Substância Psicoativa,"Álcool, Tabaco",Sim,Sim,Bolsa Família,
Leste,Rua,Masculino,,25 à 39 anos,Região Metropolitana de Campinas,Estado de São Paulo,,,Ensino Superior Completo,Morador de Rua,Faz Uso de Substância Psicoativa,Álcool,Sim,Não,,
Leste,Rua,Masculino,,50 à 59 anos,Campinas,Campinas,Mais de 10 Anos,6 Meses à 1 Ano,Ensino Médio Completo,Morador de Rua,Faz Uso de Substância Psicoativa,"Álcool, Tabaco",Sim,,,
Leste,Rua,Masculino,Branca,25 à 39 anos,Campinas,Campinas,Mais de 10 Anos,3 à 6 Meses,Ensino Médio Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,Crack,Sim,Sim,Bolsa Família,
Leste,Rua,Masculino,Parda,25 à 39 anos,Estado de São Paulo,Estado de São Paulo,,1 à 3 Meses,Ensino Fundamental Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,Crack,Sim,Sim,Bolsa Família,
Leste,Rua,Masculino,Branca,,Outro Estado,Campinas,Mais de 10 Anos,Mais de 10 Anos,Ensino Fundamental Completo,Migrante,Faz Uso de Substância Psicoativa,"Crack, Álcool, Maconha, Tabaco",Sim,Sim,Bolsa Família,
Leste,Rua,Masculino,Branca,50 à 59 anos,Estado de São Paulo,Estado de São Paulo,Mais de 10 Anos,Mais de 10 Anos,Ensino Médio Completo,Morador de Rua,Faz Uso de Substância Psicoativa,Álcool,Sim,Sim,Bolsa Família,
Leste,Rua,Masculino,Branca,25 à 39 anos,Estado de São Paulo,Estado de São Paulo,1 à 2 Anos,1 à 2 Anos,Ensino Fundamental Incompleto,Morador de Rua,"Suspeita de Transtorno Mental, Faz Uso de Substância Psicoativa",Crack,Não,,,
Leste,Rua,Masculino,,25 à 39 anos,Outro Estado,Campinas,Mais de 10 Anos,Mais de 10 Anos,Ensino Fundamental Incompleto,Morador de Rua,,"Crack, Álcool, Maconha, Cocaína, Tabaco",Sim,Sim,Bolsa Família,
Leste,Rua,Masculino,Branca,25 à 39 anos,Campinas,Campinas,Mais de 10 Anos,,Ensino Fundamental Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,"Crack, Álcool, Maconha, Cocaína, Tabaco",Não,Não,,
Leste,Rua,LGBT (Queer),Preta,40 à 49 anos,Estado de São Paulo,Estado de São Paulo,Mais de 10 Anos,Mais de 10 Anos,Ensino Fundamental Completo,Morador de Rua,Faz Uso de Substância Psicoativa,"Crack, Álcool, Maconha, Tabaco",Sim,Sim,,
Leste,Rua,Masculino,Branca,40 à 49 anos,Outro Estado,Estado de São Paulo,1 à 2 Anos,1 à 2 Anos,,Migrante,,Álcool,Sim,Não,,
Leste,Rua,Masculino,Preta,50 à 59 anos,Campinas,Campinas,Mais de 10 Anos,2 à 5 Anos,Ensino Médio Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,"Álcool, Tabaco",Sim,Sim,,
Leste,Rua,Masculino,,,,,,,,Morador de Rua,,,,,,
Leste,Rua,Masculino,Branca,Acima de 60 anos,Campinas,Campinas,Mais de 10 Anos,5 à 10 Anos,Ensino Fundamental Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,"Álcool, Tabaco",Sim,Sim,Bolsa Família,
Leste,Rua,Feminino,Parda,40 à 49 anos,Outro Estado,,Mais de 10 Anos,5 à 10 Anos,Ensino Superior Incompleto,as vezes fica na casa do irmão,Faz Uso de Substância Psicoativa,Álcool,Sim,Não,,
Leste,Rua,Masculino,Parda,25 à 39 anos,Estado de São Paulo,Estado de São Paulo,2 à 5 Anos,2 à 5 Anos,Ensino Fundamental Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,"Álcool, Cocaína",Sim,Sim,,
